user_1,user_2,similarity_score
U0048,U0154,0.0
U0048,U0155,0.111
U0048,U0156,0.111
U0048,U0157,0.111
U0048,U0158,0.111
U0048,U0159,0.25
U0048,U0160,0.25
U0048,U0161,0.111
U0048,U0162,0.25
U0048,U0163,0.0
U0048,U0164,0.111
U0048,U0165,0.25
U0048,U0166,0.111
U0048,U0167,0.429
U0048,U0168,0.111
U0048,U0169,0.25
U0048,U0170,0.25
U0048,U0171,0.0
U0048,U0172,0.25
U0048,U0173,0.25
U0048,U0174,0.111
U0048,U0175,0.111
U0048,U0176,0.25
U0048,U0177,0.25
U0048,U0178,0.25
U0048,U0179,0.111
U0048,U0180,0.25
U0048,U0181,0.111
U0048,U0182,0.111
U0048,U0183,0.111
U0048,U0184,0.111
U0048,U0185,0.111
U0048,U0186,0.111
U0048,U0187,0.0
U0048,U0188,0.111
U0048,U0189,0.111
U0048,U0190,0.429
U0048,U0191,0.25
U0048,U0192,0.25
U0048,U0193,0.111
U0048,U0194,0.25
U0048,U0195,0.111
U0048,U0196,0.111
U0048,U0197,0.111
U0048,U0198,0.25
U0048,U0199,0.111
U0048,U0200,0.25
U0049,U0050,0.111
U0049,U0051,0.0
U0049,U0052,0.25
U0049,U0053,0.111
U0049,U0054,0.25
U0049,U0055,0.111
U0049,U0056,0.111
U0049,U0057,0.25
U0049,U0058,0.111
U0049,U0059,0.25
U0049,U0060,0.111
U0049,U0061,0.111
U0049,U0062,0.0
U0049,U0063,0.429
U0049,U0064,0.25
U0049,U0065,0.25
U0049,U0066,0.25
U0049,U0067,0.111
U0049,U0068,0.25
U0049,U0069,0.25
U0049,U0070,0.111
U0049,U0071,0.25
U0049,U0072,0.0
U0049,U0073,0.0
U0049,U0074,0.111
U0049,U0075,0.25
U0049,U0076,0.25
U0049,U0077,0.111
U0049,U0078,0.0
U0049,U0079,0.111
U0049,U0080,0.0
U0049,U0081,0.111
U0049,U0082,0.0
U0049,U0083,0.111
U0049,U0084,0.111
U0049,U0085,0.111
U0049,U0086,0.111
U0049,U0087,0.111
U0049,U0088,0.0
U0049,U0089,0.111
U0049,U0090,0.111
U0049,U0091,0.0
U0049,U0092,0.0
U0049,U0093,0.0
U0049,U0094,0.25
U0049,U0095,0.25
U0049,U0096,0.0
U0049,U0097,0.111
U0049,U0098,0.111
U0049,U0099,0.111
U0049,U0100,0.0
U0049,U0101,0.111
U0049,U0102,0.0
U0049,U0103,0.111
U0049,U0104,0.111
U0049,U0105,0.111
U0049,U0106,0.25
U0049,U0107,0.111
U0049,U0108,0.429
U0049,U0109,0.0
U0049,U0110,0.0
U0049,U0111,0.111
U0049,U0112,0.111
U0049,U0113,0.111
U0049,U0114,0.111
U0049,U0115,0.111
U0049,U0116,0.111
U0049,U0117,0.111
U0049,U0118,0.111
U0049,U0119,0.25
U0049,U0120,0.429
U0049,U0121,0.111
U0049,U0122,0.0
U0049,U0123,0.25
U0049,U0124,0.111
U0049,U0125,0.25
U0049,U0126,0.25
U0049,U0127,0.25
U0049,U0128,0.25
U0049,U0129,0.0
U0049,U0130,0.111
U0049,U0131,0.25
U0049,U0132,0.25
U0049,U0133,0.25
U0049,U0134,0.0
U0049,U0135,0.111
U0049,U0136,0.111
U0049,U0137,0.111
U0049,U0138,0.111
U0049,U0139,0.25
U0049,U0140,0.25
U0049,U0141,0.0
U0049,U0142,0.111
U0049,U0143,0.111
U0049,U0144,0.25
U0049,U0145,0.25
U0049,U0146,0.111
U0049,U0147,0.429
U0049,U0148,0.111
U0049,U0149,0.667
U0049,U0150,0.25
U0049,U0151,0.111
U0049,U0152,0.0
U0049,U0153,0.0
U0049,U0154,0.0
U0049,U0155,0.25
U0049,U0156,0.25
U0049,U0157,0.111
U0049,U0158,0.111
U0049,U0159,0.0
U0049,U0160,0.0
U0049,U0161,0.25
U0049,U0162,0.111
U0049,U0163,0.111
U0049,U0164,0.25
U0049,U0165,0.429
U0049,U0166,0.0
U0049,U0167,0.111
U0049,U0168,0.0
U0049,U0169,0.111
U0049,U0170,0.111
U0049,U0171,0.111
U0049,U0172,0.111
U0049,U0173,0.111
U0049,U0174,0.111
U0049,U0175,0.0
U0049,U0176,0.25
U0049,U0177,0.0
U0049,U0178,0.111
U0049,U0179,0.111
U0049,U0180,0.0
U0049,U0181,0.111
U0049,U0182,0.0
U0049,U0183,0.111
U0049,U0184,0.111
U0049,U0185,0.0
U0049,U0186,0.0
U0049,U0187,0.111
U0049,U0188,0.25
U0049,U0189,0.0
U0049,U0190,0.0
U0049,U0191,0.0
U0049,U0192,0.111
U0049,U0193,0.25
U0049,U0194,0.111
U0049,U0195,0.111
U0049,U0196,0.25
U0049,U0197,0.25
U0049,U0198,0.111
U0049,U0199,0.111
U0049,U0200,0.111
U0050,U0051,0.25
U0050,U0052,0.111
U0050,U0053,0.25
U0050,U0054,0.25
U0050,U0055,0.111
U0050,U0056,0.111
U0050,U0057,0.111
U0050,U0058,0.25
U0050,U0059,0.25
U0050,U0060,0.0
U0050,U0061,0.111
U0050,U0062,0.111
U0050,U0063,0.111
U0050,U0064,0.111
U0050,U0065,0.0
U0050,U0066,0.25
U0050,U0067,0.111
U0050,U0068,0.0
U0050,U0069,0.111
U0050,U0070,0.25
U0050,U0071,0.0
U0050,U0072,0.111
U0050,U0073,0.429
U0050,U0074,0.0
U0050,U0075,0.25
U0050,U0076,0.25
U0050,U0077,0.429
U0050,U0078,0.0
U0050,U0079,0.111
U0050,U0080,0.111
U0050,U0081,0.111
U0050,U0082,0.25
U0050,U0083,0.25
U0050,U0084,0.25
U0050,U0085,0.111
U0050,U0086,0.0
U0050,U0087,0.0
U0050,U0088,0.111
U0050,U0089,0.429
U0050,U0090,0.111
U0050,U0091,0.25
U0050,U0092,0.111
U0050,U0093,0.111
U0050,U0094,0.111
U0050,U0095,0.429
U0050,U0096,0.111
U0050,U0097,0.25
U0050,U0098,0.0
U0050,U0099,0.111
U0050,U0100,0.111
U0050,U0101,0.111
U0050,U0102,0.111
U0050,U0103,0.25
U0050,U0104,0.0
U0050,U0105,0.111
U0050,U0106,0.111
U0050,U0107,0.111
U0050,U0108,0.25
U0050,U0109,0.111
U0050,U0110,0.111
U0050,U0111,0.111
U0050,U0112,0.111
U0050,U0113,0.111
U0050,U0114,0.429
U0050,U0115,0.0
U0050,U0116,0.0
U0050,U0117,0.0
U0050,U0118,0.667
U0050,U0119,0.0
U0050,U0120,0.25
U0050,U0121,0.111
U0050,U0122,0.25
U0050,U0123,0.111
U0050,U0124,0.111
U0050,U0125,0.111
U0050,U0126,0.111
U0050,U0127,0.111
U0050,U0128,0.111
U0050,U0129,0.111
U0050,U0130,0.111
U0050,U0131,0.111
U0050,U0132,0.0
U0050,U0133,0.111
U0050,U0134,0.25
U0050,U0135,0.111
U0050,U0136,0.111
U0050,U0137,0.25
U0050,U0138,0.25
U0050,U0139,0.429
U0050,U0140,0.0
U0050,U0141,0.0
U0050,U0142,0.0
U0050,U0143,0.429
U0050,U0144,0.111
U0050,U0145,0.25
U0050,U0146,0.111
U0050,U0147,0.111
U0050,U0148,0.25
U0050,U0149,0.111
U0050,U0150,0.25
U0050,U0151,0.0
U0050,U0152,0.667
U0050,U0153,0.111
U0050,U0154,0.25
U0050,U0155,0.111
U0050,U0156,0.111
U0050,U0157,0.429
U0050,U0158,0.429
U0050,U0159,0.25
U0050,U0160,0.111
U0050,U0161,0.0
U0050,U0162,0.25
U0050,U0163,0.0
U0050,U0164,0.25
U0050,U0165,0.111
U0050,U0166,0.429
U0050,U0167,0.25
U0050,U0168,0.25
U0050,U0169,0.111
U0050,U0170,0.0
U0050,U0171,0.111
U0050,U0172,0.111
U0050,U0173,0.111
U0050,U0174,0.0
U0050,U0175,0.0
U0050,U0176,0.111
U0050,U0177,0.111
U0050,U0178,0.111
U0050,U0179,0.111
U0050,U0180,0.111
U0050,U0181,0.111
U0050,U0182,0.0
U0050,U0183,0.111
U0050,U0184,0.111
U0050,U0185,0.0
U0050,U0186,0.111
U0050,U0187,0.0
U0050,U0188,0.111
U0050,U0189,0.111
U0050,U0190,0.25
U0050,U0191,0.111
U0050,U0192,0.111
U0050,U0193,0.25
U0050,U0194,0.111
U0050,U0195,0.111
U0050,U0196,0.667
U0050,U0197,0.25
U0050,U0198,0.111
U0050,U0199,0.0
U0050,U0200,0.111
U0051,U0052,0.0
U0051,U0053,0.111
U0051,U0054,0.111
U0051,U0055,0.111
U0051,U0056,0.25
U0051,U0057,0.25
U0051,U0058,0.25
U0051,U0059,0.25
U0051,U0060,0.25
U0051,U0061,0.111
U0051,U0062,0.429
U0051,U0063,0.0
U0051,U0064,0.25
U0051,U0065,0.0
U0051,U0066,0.111
U0051,U0067,0.429
U0051,U0068,0.111
U0051,U0069,0.111
U0051,U0070,0.111
U0051,U0071,0.25
U0051,U0072,0.111
U0051,U0073,0.111
U0051,U0074,0.111
U0051,U0075,0.111
U0051,U0076,0.111
U0051,U0077,0.111
U0051,U0078,0.25
U0051,U0079,0.111
U0051,U0080,0.25
U0051,U0081,0.25
U0051,U0082,0.25
U0051,U0083,0.111
U0051,U0084,0.111
U0051,U0085,0.25
U0051,U0086,0.25
U0051,U0087,0.111
U0051,U0088,0.25
U0051,U0089,0.429
U0051,U0090,0.0
U0051,U0091,0.429
U0051,U0092,0.25
U0051,U0093,0.0
U0051,U0094,0.111
U0051,U0095,0.111
U0051,U0096,0.0
U0051,U0097,0.111
U0051,U0098,0.111
U0051,U0099,0.111
U0051,U0100,0.111
U0051,U0101,0.0
U0051,U0102,0.429
U0051,U0103,0.111
U0051,U0104,0.111
U0051,U0105,0.0
U0051,U0106,0.111
U0051,U0107,0.25
U0051,U0108,0.111
U0051,U0109,0.111
U0051,U0110,0.111
U0051,U0111,0.111
U0051,U0112,0.25
U0051,U0113,0.25
U0051,U0114,0.25
U0051,U0115,0.111
U0051,U0116,0.111
U0051,U0117,0.111
U0051,U0118,0.25
U0051,U0119,0.0
U0051,U0120,0.0
U0051,U0121,0.0
U0051,U0122,0.111
U0051,U0123,0.25
U0051,U0124,0.25
U0051,U0125,0.0
U0051,U0126,0.25
U0051,U0127,0.111
U0051,U0128,0.111
U0051,U0129,0.25
U0051,U0130,0.111
U0051,U0131,0.25
U0051,U0132,0.111
U0051,U0133,0.111
U0051,U0134,0.25
U0051,U0135,0.0
U0051,U0136,0.429
U0051,U0137,0.0
U0051,U0138,0.111
U0051,U0139,0.111
U0051,U0140,0.111
U0051,U0141,0.25
U0051,U0142,0.111
U0051,U0143,0.111
U0051,U0144,0.111
U0051,U0145,0.25
U0051,U0146,0.429
U0051,U0147,0.0
U0051,U0148,0.25
U0051,U0149,0.111
U0051,U0150,0.111
U0051,U0151,0.111
U0051,U0152,0.25
U0051,U0153,0.25
U0051,U0154,0.111
U0051,U0155,0.111
U0051,U0156,0.111
U0051,U0157,0.111
U0051,U0158,0.111
U0051,U0159,0.111
U0051,U0160,0.111
U0051,U0161,0.111
U0051,U0162,0.667
U0051,U0163,0.25
U0051,U0164,0.111
U0051,U0165,0.25
U0051,U0166,0.25
U0051,U0167,0.25
U0051,U0168,0.25
U0051,U0169,0.0
U0051,U0170,0.111
U0051,U0171,0.111
U0051,U0172,0.25
U0051,U0173,0.0
U0051,U0174,0.111
U0051,U0175,0.111
U0051,U0176,0.111
U0051,U0177,0.25
U0051,U0178,0.429
U0051,U0179,0.429
U0051,U0180,0.25
U0051,U0181,0.111
U0051,U0182,0.111
U0051,U0183,0.111
U0051,U0184,0.0
U0051,U0185,0.111
U0051,U0186,0.111
U0051,U0187,0.0
U0051,U0188,0.111
U0051,U0189,0.429
U0051,U0190,0.25
U0051,U0191,0.25
U0051,U0192,0.25
U0051,U0193,0.25
U0051,U0194,0.111
U0051,U0195,0.0
U0051,U0196,0.111
U0051,U0197,0.111
U0051,U0198,0.0
U0051,U0199,0.429
U0051,U0200,0.0
U0052,U0053,0.111
U0052,U0054,0.25
U0052,U0055,0.111
U0052,U0056,0.0
U0052,U0057,0.111
U0052,U0058,0.111
U0052,U0059,0.429
U0052,U0060,0.25
U0052,U0061,0.111
U0052,U0062,0.0
U0052,U0063,0.25
U0052,U0064,0.111
U0052,U0065,0.111
U0052,U0066,0.0
U0052,U0067,0.111
U0052,U0068,0.111
U0052,U0069,0.25
U0052,U0070,0.0
U0052,U0071,0.0
U0052,U0072,0.429
U0052,U0073,0.25
U0052,U0074,0.111
U0052,U0075,0.0
U0052,U0076,0.111
U0052,U0077,0.25
U0052,U0078,0.0
U0052,U0079,0.111
U0052,U0080,0.25
U0052,U0081,0.25
U0052,U0082,0.111
U0052,U0083,0.111
U0052,U0084,0.111
U0052,U0085,0.111
U0052,U0086,0.25
U0052,U0087,0.25
U0052,U0088,0.111
U0052,U0089,0.0
U0052,U0090,0.0
U0052,U0091,0.111
U0052,U0092,0.0
U0052,U0093,0.25
U0052,U0094,0.111
U0052,U0095,0.25
U0052,U0096,0.111
U0052,U0097,0.111
U0052,U0098,0.111
U0052,U0099,0.0
U0052,U0100,0.25
U0052,U0101,0.0
U0052,U0102,0.0
U0052,U0103,0.111
U0052,U0104,0.0
U0052,U0105,0.25
U0052,U0106,0.429
U0052,U0107,0.111
U0052,U0108,0.25
U0052,U0109,0.111
U0052,U0110,0.111
U0052,U0111,0.429
U0052,U0112,0.111
U0052,U0113,0.111
U0052,U0114,0.0
U0052,U0115,0.111
U0052,U0116,0.25
U0052,U0117,0.25
U0052,U0118,0.0
U0052,U0119,0.25
U0052,U0120,0.25
U0052,U0121,0.25
U0052,U0122,0.111
U0052,U0123,0.25
U0052,U0124,0.25
U0052,U0125,0.25
U0052,U0126,0.0
U0052,U0127,0.25
U0052,U0128,0.429
U0052,U0129,0.111
U0052,U0130,0.25
U0052,U0131,0.111
U0052,U0132,0.111
U0052,U0133,0.25
U0052,U0134,0.111
U0052,U0135,0.0
U0052,U0136,0.0
U0052,U0137,0.25
U0052,U0138,0.111
U0052,U0139,0.0
U0052,U0140,0.0
U0052,U0141,0.0
U0052,U0142,0.111
U0052,U0143,0.111
U0052,U0144,0.0
U0052,U0145,0.0
U0052,U0146,0.0
U0052,U0147,0.111
U0052,U0148,0.111
U0052,U0149,0.25
U0052,U0150,0.0
U0052,U0151,0.111
U0052,U0152,0.111
U0052,U0153,0.111
U0052,U0154,0.111
U0052,U0155,0.111
U0052,U0156,0.0
U0052,U0157,0.111
U0052,U0158,0.0
U0052,U0159,0.111
U0052,U0160,0.111
U0052,U0161,0.111
U0052,U0162,0.111
U0052,U0163,0.0
U0052,U0164,0.429
U0052,U0165,0.25
U0052,U0166,0.111
U0052,U0167,0.0
U0052,U0168,0.25
U0052,U0169,0.25
U0052,U0170,0.25
U0052,U0171,0.111
U0052,U0172,0.25
U0052,U0173,0.0
U0052,U0174,0.111
U0052,U0175,0.111
U0052,U0176,0.0
U0052,U0177,0.111
U0052,U0178,0.25
U0052,U0179,0.25
U0052,U0180,0.25
U0052,U0181,0.111
U0052,U0182,0.111
U0052,U0183,0.25
U0052,U0184,0.0
U0052,U0185,0.111
U0052,U0186,0.111
U0052,U0187,0.111
U0052,U0188,0.111
U0052,U0189,0.0
U0052,U0190,0.111
U0052,U0191,0.0
U0052,U0192,0.25
U0052,U0193,0.111
U0052,U0194,0.25
U0052,U0195,0.25
U0052,U0196,0.111
U0052,U0197,0.0
U0052,U0198,0.111
U0052,U0199,0.0
U0052,U0200,0.25
U0053,U0054,0.0
U0053,U0055,0.111
U0053,U0056,0.111
U0053,U0057,0.0
U0053,U0058,0.111
U0053,U0059,0.111
U0053,U0060,0.0
U0053,U0061,0.0
U0053,U0062,0.111
U0053,U0063,0.0
U0053,U0064,0.0
U0053,U0065,0.111
U0053,U0066,0.25
U0053,U0067,0.111
U0053,U0068,0.111
U0053,U0069,0.111
U0053,U0070,0.25
U0053,U0071,0.25
U0053,U0072,0.25
U0053,U0073,0.25
U0053,U0074,0.111
U0053,U0075,0.429
U0053,U0076,0.111
U0053,U0077,0.25
U0053,U0078,0.429
U0053,U0079,0.111
U0053,U0080,0.25
U0053,U0081,0.429
U0053,U0082,0.111
U0053,U0083,0.111
U0053,U0084,0.25
U0053,U0085,0.429
U0053,U0086,0.111
U0053,U0087,0.111
U0053,U0088,0.111
U0053,U0089,0.111
U0053,U0090,0.0
U0053,U0091,0.111
U0053,U0092,0.111
U0053,U0093,0.111
U0053,U0094,0.111
U0053,U0095,0.111
U0053,U0096,0.429
U0053,U0097,0.25
U0053,U0098,0.0
U0053,U0099,0.111
U0053,U0100,0.25
U0053,U0101,0.111
U0053,U0102,0.111
U0053,U0103,0.429
U0053,U0104,0.25
U0053,U0105,0.25
U0053,U0106,0.111
U0053,U0107,0.111
U0053,U0108,0.111
U0053,U0109,0.111
U0053,U0110,0.111
U0053,U0111,0.25
U0053,U0112,0.111
U0053,U0113,0.111
U0053,U0114,0.25
U0053,U0115,0.111
U0053,U0116,0.111
U0053,U0117,0.111
U0053,U0118,0.111
U0053,U0119,0.25
U0053,U0120,0.25
U0053,U0121,0.0
U0053,U0122,0.25
U0053,U0123,0.111
U0053,U0124,0.0
U0053,U0125,0.111
U0053,U0126,0.111
U0053,U0127,0.0
U0053,U0128,0.111
U0053,U0129,0.111
U0053,U0130,0.25
U0053,U0131,0.111
U0053,U0132,0.0
U0053,U0133,0.111
U0053,U0134,0.0
U0053,U0135,0.111
U0053,U0136,0.111
U0053,U0137,0.429
U0053,U0138,0.25
U0053,U0139,0.111
U0053,U0140,0.0
U0053,U0141,0.429
U0053,U0142,0.111
U0053,U0143,0.111
U0053,U0144,0.111
U0053,U0145,0.111
U0053,U0146,0.111
U0053,U0147,0.25
U0053,U0148,0.111
U0053,U0149,0.111
U0053,U0150,0.0
U0053,U0151,0.0
U0053,U0152,0.111
U0053,U0153,0.0
U0053,U0154,0.111
U0053,U0155,0.0
U0053,U0156,0.25
U0053,U0157,0.667
U0053,U0158,0.25
U0053,U0159,0.111
U0053,U0160,0.111
U0053,U0161,0.111
U0053,U0162,0.111
U0053,U0163,0.0
U0053,U0164,0.111
U0053,U0165,0.111
U0053,U0166,0.429
U0053,U0167,0.0
U0053,U0168,0.25
U0053,U0169,0.111
U0053,U0170,0.0
U0053,U0171,0.25
U0053,U0172,0.0
U0053,U0173,0.25
U0053,U0174,0.25
U0053,U0175,0.25
U0053,U0176,0.111
U0053,U0177,0.111
U0053,U0178,0.0
U0053,U0179,0.111
U0053,U0180,0.0
U0053,U0181,0.429
U0053,U0182,0.25
U0053,U0183,0.111
U0053,U0184,0.429
U0053,U0185,0.111
U0053,U0186,0.111
U0053,U0187,0.111
U0053,U0188,0.111
U0053,U0189,0.111
U0053,U0190,0.111
U0053,U0191,0.111
U0053,U0192,0.0
U0053,U0193,0.111
U0053,U0194,0.111
U0053,U0195,0.25
U0053,U0196,0.25
U0053,U0197,0.111
U0053,U0198,0.0
U0053,U0199,0.25
U0053,U0200,0.111
U0054,U0055,0.111
U0054,U0056,0.25
U0054,U0057,0.25
U0054,U0058,0.111
U0054,U0059,0.25
U0054,U0060,0.111
U0054,U0061,0.429
U0054,U0062,0.111
U0054,U0063,0.429
U0054,U0064,0.111
U0054,U0065,0.25
U0054,U0066,0.111
U0054,U0067,0.111
U0054,U0068,0.111
U0054,U0069,0.0
U0054,U0070,0.111
U0054,U0071,0.111
U0054,U0072,0.111
U0054,U0073,0.429
U0054,U0074,0.111
U0054,U0075,0.25
U0054,U0076,0.111
U0054,U0077,0.111
U0054,U0078,0.0
U0054,U0079,0.111
U0054,U0080,0.111
U0054,U0081,0.111
U0054,U0082,0.111
U0054,U0083,0.111
U0054,U0084,0.25
U0054,U0085,0.0
U0054,U0086,0.111
U0054,U0087,0.111
U0054,U0088,0.111
U0054,U0089,0.111
U0054,U0090,0.111
U0054,U0091,0.25
U0054,U0092,0.111
U0054,U0093,0.25
U0054,U0094,0.25
U0054,U0095,0.25
U0054,U0096,0.0
U0054,U0097,0.25
U0054,U0098,0.25
U0054,U0099,0.111
U0054,U0100,0.111
U0054,U0101,0.25
U0054,U0102,0.111
U0054,U0103,0.111
U0054,U0104,0.111
U0054,U0105,0.111
U0054,U0106,0.111
U0054,U0107,0.25
U0054,U0108,0.25
U0054,U0109,0.25
U0054,U0110,0.25
U0054,U0111,0.111
U0054,U0112,0.0
U0054,U0113,0.25
U0054,U0114,0.111
U0054,U0115,0.0
U0054,U0116,0.111
U0054,U0117,0.111
U0054,U0118,0.25
U0054,U0119,0.111
U0054,U0120,0.0
U0054,U0121,0.25
U0054,U0122,0.111
U0054,U0123,0.25
U0054,U0124,0.25
U0054,U0125,0.25
U0054,U0126,0.25
U0054,U0127,0.429
U0054,U0128,0.111
U0054,U0129,0.25
U0054,U0130,0.0
U0054,U0131,0.111
U0054,U0132,0.111
U0054,U0133,0.25
U0054,U0134,0.25
U0054,U0135,0.111
U0054,U0136,0.25
U0054,U0137,0.111
U0054,U0138,0.25
U0054,U0139,0.429
U0054,U0140,0.111
U0054,U0141,0.0
U0054,U0142,0.111
U0054,U0143,0.25
U0054,U0144,0.111
U0054,U0145,0.111
U0054,U0146,0.111
U0054,U0147,0.25
U0054,U0148,0.25
U0054,U0149,0.25
U0054,U0150,0.25
U0054,U0151,0.111
U0054,U0152,0.25
U0054,U0153,0.25
U0054,U0154,0.111
U0054,U0155,0.111
U0054,U0156,0.111
U0054,U0157,0.111
U0054,U0158,0.25
U0054,U0159,0.25
U0054,U0160,0.25
U0054,U0161,0.25
U0054,U0162,0.25
U0054,U0163,0.0
U0054,U0164,0.25
U0054,U0165,0.25
U0054,U0166,0.111
U0054,U0167,0.25
U0054,U0168,0.111
U0054,U0169,0.111
U0054,U0170,0.25
U0054,U0171,0.0
U0054,U0172,0.25
U0054,U0173,0.25
U0054,U0174,0.0
U0054,U0175,0.0
U0054,U0176,0.111
U0054,U0177,0.0
U0054,U0178,0.111
U0054,U0179,0.111
U0054,U0180,0.25
U0054,U0181,0.111
U0054,U0182,0.111
U0054,U0183,0.111
U0054,U0184,0.0
U0054,U0185,0.111
U0054,U0186,0.111
U0054,U0187,0.111
U0054,U0188,0.429
U0054,U0189,0.0
U0054,U0190,0.25
U0054,U0191,0.111
U0054,U0192,0.111
U0054,U0193,0.25
U0054,U0194,0.111
U0054,U0195,0.0
U0054,U0196,0.111
U0054,U0197,0.0
U0054,U0198,0.25
U0054,U0199,0.0
U0054,U0200,0.111
U0055,U0056,0.0
U0055,U0057,0.111
U0055,U0058,0.111
U0055,U0059,0.111
U0055,U0060,0.429
U0055,U0061,0.25
U0055,U0062,0.25
U0055,U0063,0.429
U0055,U0064,0.111
U0055,U0065,0.111
U0055,U0066,0.111
U0055,U0067,0.0
U0055,U0068,0.25
U0055,U0069,0.25
U0055,U0070,0.111
U0055,U0071,0.25
U0055,U0072,0.0
U0055,U0073,0.25
U0055,U0074,0.111
U0055,U0075,0.111
U0055,U0076,0.429
U0055,U0077,0.25
U0055,U0078,0.111
U0055,U0079,0.0
U0055,U0080,0.0
U0055,U0081,0.111
U0055,U0082,0.111
U0055,U0083,0.0
U0055,U0084,0.0
U0055,U0085,0.25
U0055,U0086,0.25
U0055,U0087,0.111
U0055,U0088,0.25
U0055,U0089,0.111
U0055,U0090,0.111
U0055,U0091,0.25
U0055,U0092,0.111
U0055,U0093,0.25
U0055,U0094,0.0
U0055,U0095,0.111
U0055,U0096,0.25
U0055,U0097,0.25
U0055,U0098,0.111
U0055,U0099,0.25
U0055,U0100,0.111
U0055,U0101,0.25
U0055,U0102,0.111
U0055,U0103,0.111
U0055,U0104,0.25
U0055,U0105,0.0
U0055,U0106,0.111
U0055,U0107,0.111
U0055,U0108,0.111
U0055,U0109,0.25
U0055,U0110,0.25
U0055,U0111,0.0
U0055,U0112,0.111
U0055,U0113,0.25
U0055,U0114,0.25
U0055,U0115,0.111
U0055,U0116,0.429
U0055,U0117,0.111
U0055,U0118,0.25
U0055,U0119,0.429
U0055,U0120,0.25
U0055,U0121,0.25
U0055,U0122,0.111
U0055,U0123,0.25
U0055,U0124,0.429
U0055,U0125,0.25
U0055,U0126,0.0
U0055,U0127,0.111
U0055,U0128,0.111
U0055,U0129,0.111
U0055,U0130,0.0
U0055,U0131,0.25
U0055,U0132,0.0
U0055,U0133,0.111
U0055,U0134,0.111
U0055,U0135,0.429
U0055,U0136,0.0
U0055,U0137,0.111
U0055,U0138,0.0
U0055,U0139,0.111
U0055,U0140,0.111
U0055,U0141,0.111
U0055,U0142,0.0
U0055,U0143,0.111
U0055,U0144,0.25
U0055,U0145,0.0
U0055,U0146,0.111
U0055,U0147,0.111
U0055,U0148,0.25
U0055,U0149,0.25
U0055,U0150,0.25
U0055,U0151,0.111
U0055,U0152,0.111
U0055,U0153,0.25
U0055,U0154,0.429
U0055,U0155,0.0
U0055,U0156,0.25
U0055,U0157,0.25
U0055,U0158,0.111
U0055,U0159,0.25
U0055,U0160,0.25
U0055,U0161,0.111
U0055,U0162,0.111
U0055,U0163,0.25
U0055,U0164,0.111
U0055,U0165,0.111
U0055,U0166,0.111
U0055,U0167,0.0
U0055,U0168,0.111
U0055,U0169,0.429
U0055,U0170,0.0
U0055,U0171,0.111
U0055,U0172,0.111
U0055,U0173,0.25
U0055,U0174,0.25
U0055,U0175,0.0
U0055,U0176,0.0
U0055,U0177,0.0
U0055,U0178,0.111
U0055,U0179,0.25
U0055,U0180,0.111
U0055,U0181,0.25
U0055,U0182,0.111
U0055,U0183,0.111
U0055,U0184,0.25
U0055,U0185,0.25
U0055,U0186,0.0
U0055,U0187,0.0
U0055,U0188,0.25
U0055,U0189,0.111
U0055,U0190,0.111
U0055,U0191,0.429
U0055,U0192,0.0
U0055,U0193,0.0
U0055,U0194,0.667
U0055,U0195,0.0
U0055,U0196,0.111
U0055,U0197,0.111
U0055,U0198,0.25
U0055,U0199,0.25
U0055,U0200,0.667
U0056,U0057,0.429
U0056,U0058,0.0
U0056,U0059,0.25
U0056,U0060,0.111
U0056,U0061,0.25
U0056,U0062,0.25
U0056,U0063,0.111
U0056,U0064,0.25
U0056,U0065,0.25
U0056,U0066,0.111
U0056,U0067,0.111
U0056,U0068,0.25
U0056,U0069,0.0
U0056,U0070,0.429
U0056,U0071,0.111
U0056,U0072,0.0
U0056,U0073,0.111
U0056,U0074,0.25
U0056,U0075,0.25
U0056,U0076,0.111
U0056,U0077,0.111
U0056,U0078,0.25
U0056,U0079,0.25
U0056,U0080,0.111
U0056,U0081,0.111
U0056,U0082,0.25
U0056,U0083,0.111
U0056,U0084,0.667
U0056,U0085,0.0
U0056,U0086,0.0
U0056,U0087,0.111
U0056,U0088,0.111
U0056,U0089,0.111
U0056,U0090,0.111
U0056,U0091,0.111
U0056,U0092,0.429
U0056,U0093,0.111
U0056,U0094,0.25
U0056,U0095,0.0
U0056,U0096,0.111
U0056,U0097,0.111
U0056,U0098,0.111
U0056,U0099,0.111
U0056,U0100,0.111
U0056,U0101,0.25
U0056,U0102,0.25
U0056,U0103,0.111
U0056,U0104,0.429
U0056,U0105,0.111
U0056,U0106,0.0
U0056,U0107,0.25
U0056,U0108,0.111
U0056,U0109,0.0
U0056,U0110,0.111
U0056,U0111,0.111
U0056,U0112,0.111
U0056,U0113,0.111
U0056,U0114,0.0
U0056,U0115,0.25
U0056,U0116,0.0
U0056,U0117,0.25
U0056,U0118,0.111
U0056,U0119,0.111
U0056,U0120,0.0
U0056,U0121,0.0
U0056,U0122,0.0
U0056,U0123,0.25
U0056,U0124,0.111
U0056,U0125,0.25
U0056,U0126,0.25
U0056,U0127,0.25
U0056,U0128,0.25
U0056,U0129,0.429
U0056,U0130,0.0
U0056,U0131,0.25
U0056,U0132,0.25
U0056,U0133,0.0
U0056,U0134,0.111
U0056,U0135,0.111
U0056,U0136,0.429
U0056,U0137,0.0
U0056,U0138,0.25
